#{"t_start": 1783117055.9462988, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,terminal_stop_command_accepted,terminal_yaw_error,terminal_yaw_penalty,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,mean_action_norm,max_action_norm,mean_xy_action_norm,max_xy_action_norm,last_action_vx,last_action_vy,last_action_vz,last_action_vyaw,reset_method,reset_path,reset_service_attempted,reset_failure_class,reset_position_error,reset_yaw_error,reset_service_status,vertical_safety_penalty,low_altitude_guard_active
-23.636604,16,5163.869667,False,4.461060527191967,True,False,2.5879441915475,out_of_bounds,True,0.7749432242666086,0.0,2.0756618468861876,2.0848354543227665,2.0756618468861876,2.070453243828176,16,16,1.0,1.1110655608305617,1.4507533075679462,0.6829473086494585,0.7071067811865476,0.5,-0.3766285479068756,-0.48583105206489563,0.1611827164888382,simulator_service,service_success,True,,0.0084,0.0,service_success,0.0,False
-49.23507,39,5188.347311,False,6.66124850856025,True,False,3.2752605831769674,out_of_bounds,True,0.6287820880386159,0.0,3.826699611081977,5.687327542419209,3.956553350162398,1.260981789697277,39,39,1.0,1.2883164316954314,1.7332320774136667,0.6284020601586114,0.7071067811865476,0.5,-0.11511214077472687,0.5,-0.07554032653570175,simulator_service,service_success,True,,0.0074,0.0003,service_success,0.0,False
-22.0,8,5206.355933,False,9.891056258071227,True,False,0.8025309466459178,out_of_bounds,True,0.6573911703513581,0.0,1.1976203036664892,1.1976203036664892,1.1976203036664892,0.8025309466459178,8,8,1.0,1.793711581496792,1.793711581496792,0.7071067811865477,0.7071067811865476,0.5,0.5,-0.5,1.5707963705062866,simulator_service,service_success,True,,0.0072,0.0,service_success,0.0,False
-30.771318,24,5229.257357,False,5.58696202307058,True,False,2.6259834902968997,out_of_bounds,True,0.020780278879523443,0.0,0.6513158357051033,2.964889486199805,1.018620180272302,1.3032014974136512,24,24,1.0,1.442650327246123,1.793711581496792,0.6066203730055599,0.7071067811865476,-0.5,-0.5,0.5,-1.5707963705062866,simulator_service,service_success,True,,0.0072,0.0,service_success,0.0,False
-18.825695,8,5252.188352,False,5.087570140975192,False,True,0.9602743323897043,unsafe_low_altitude,True,0.5294639727914344,0.0,0.8084212592798437,0.8084212592798437,0.8084212592798437,0.9602743323897043,8,8,1.0,0.8437073406565601,0.8437073406565601,0.2686508781583781,0.2686508781583782,-0.029590174555778503,0.26701632142066956,-0.5,-0.6242345571517944,simulator_service,service_success,True,,0.0052,0.0,service_success,0.0,False
-18.522305,16,5271.895421,False,2.9847808535640907,True,False,1.3536478672967736,out_of_bounds,True,0.44699360621805917,0.0,1.478257258233585,2.092644031292808,1.478257258233585,1.3536478672967736,16,16,1.0,1.391322862556794,1.4584841368631922,0.6890081436034927,0.7071067811865476,-0.5,0.5,-0.5,-1.173531413078308,simulator_service,service_success,True,,0.0061,0.0,service_success,0.0,False
-35.362473,32,5294.963552,False,5.770012771737101,True,False,3.1415773017027657,out_of_bounds,True,0.022586991446168336,0.0,1.5520417727349516,4.169370299424899,1.5715657222952109,1.1096160653431753,32,32,1.0,1.2816318956297184,1.7159586281169457,0.5821790207636035,0.7071067811865476,-0.009957633912563324,0.39677882194519043,0.5,1.0105785131454468,simulator_service,service_success,True,,0.0072,0.0,service_success,0.0,False
-30.601704,32,5322.290086,False,2.9371855732275023,True,False,3.2754106000529015,out_of_bounds,True,0.6268260313869412,0.0,2.646765166974895,4.4683250150429,2.646765166974895,1.1119775381644754,32,32,1.0,1.3120274203965927,1.725731985720085,0.5742282913155896,0.6695524739038503,-0.5,-0.35293662548065186,0.5,-0.010205153375864029,simulator_service,service_success,True,,0.0071,0.0,service_success,0.0,False
-37.785698,34,5350.202626,False,5.952129980499369,True,False,2.8372550839955553,out_of_bounds,True,0.5505830660299306,0.0,1.5158929436174875,4.438715753632192,1.5158929436174875,1.7407847194140489,34,34,1.0,1.3234127466161534,1.793711581496792,0.6001121742678476,0.7071067811865476,-0.27483442425727844,0.5,-0.4475751221179962,1.5707963705062866,simulator_service,service_success,True,,0.0072,0.0,service_success,0.0,False
-36.939453,88,5389.421721,False,3.265332100716522,True,False,1.0895853258915744,out_of_bounds,True,0.6918058529262286,0.0,4.0535196240205025,10.071161276875308,4.0535196240205025,1.0895853258915744,88,88,1.0,0.9266759427877492,1.7229559705774713,0.5814611848171024,0.7071067811865476,0.5,0.5,0.5,0.35065943002700806,simulator_service,service_success,True,,0.0072,0.0,service_success,0.0,False
